100,,90,,80,,70,,60,,50,,design,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.44374408147797084,0.800892864625186,0.35702126431269726,0.7802060413851927,0.2880275690226536,0.7696737957408059,0.24384506298657582,0.7714995637636075,0.17430451255587973,0.7406140271649105,0.14876689892258457,0.7587879053110967,0.5807495444425719,0.8029320486163811
0.4716555287492354,0.814574392504742,0.36947704707535395,0.7961194980441526,0.3049253276894183,0.7900064155149313,0.28956775817326363,0.8112647689530048,0.19833452673705423,0.7728845328359837,0.18666057084115875,0.8228992913137281,,
0.5092503531326615,0.8207215545472407,0.4160196990760356,0.8234942860947206,0.3528119788558037,0.8209193274603594,0.3303084661518736,0.8275849450491128,0.24672697002399532,0.8161861858786045,0.2379548008815979,0.8290291342593155,,
0.539302943594681,0.8211260392622066,0.4717011543271206,0.8234238923459836,0.38732251417419106,0.8288403002349253,0.3625227313146964,0.8186946615280473,0.28388672193258774,0.823661331577835,0.26601844204480807,0.7865157794664416,,
0.5719249058856064,0.8055980721796643,0.5021089725026747,0.8070137686820448,0.41599916756598726,0.8195120111661619,0.39720142947728926,0.7735180765746179,0.32434683260720387,0.7855570836503071,0.3098444167794115,0.6298232055413662,,
0.5917381389792349,0.7914137318091288,0.5324369459169298,0.7751170202959332,0.45118822040692436,0.7876091172940495,0.42549026545706126,0.6889690388553009,0.35055611992636593,0.7262319138812563,0.3355831088523864,0.3935074802669376,,
0.6224920597527468,0.7564190997980371,0.5600062013540555,0.722427299366177,0.47919026703998946,0.7331489377154995,0.4514440495400663,0.5800866699752971,0.3782068496097151,0.6036305855251458,,,,
0.6512273746018238,0.6727544533822987,0.5856116015602086,0.6316869638412641,0.5039665853165717,0.6530291193611675,,,0.4030098914390588,0.44297975993496963,,,,
0.6731263483987752,0.5488329628970939,,,0.5292548877564228,0.5007847599396253,,,,,,,,
