NcMap,betaMap,WcMap,PRmap,effMap
0.5,0.0,0.2531497418244406,1.2264515540565475,0.7591203204492523
0.5,0.1,0.2848967297762478,1.2260343752486849,0.800690075703217
0.5,0.2,0.3166437177280551,1.2250006534153248,0.8230030097141211
0.5,0.3,0.3483907056798623,1.221502232982091,0.8266663796201459
0.5,0.4,0.3801376936316695,1.2148117441752648,0.8287614118451274
0.5,0.5,0.4118846815834768,1.2066663744857722,0.8277832815371385
0.5,0.6000000000000001,0.4436316695352841,1.195259302511548,0.7976908741418458
0.5,0.7000000000000001,0.4753786574870912,1.1791391452133113,0.7533955207508758
0.5,0.8,0.5071256454388985,1.1569915242895867,0.6863651649972186
0.5,0.9,0.5388726333907057,1.1263766447994825,0.5827397926360494
0.5,1.0,0.570619621342513,1.07925256268435,0.39434054620151326
0.6,0.0,0.291617900172117,1.3363832054917462,0.7409652167046621
0.6,0.1,0.3310258175559381,1.3364767390262249,0.7719006838632108
0.6,0.2,0.370433734939759,1.3348378720187986,0.7970229385009143
0.6,0.3,0.40984165232358,1.3311923724070949,0.8149482360281192
0.6,0.4,0.4492495697074011,1.3244078490032865,0.821757318417806
0.6,0.5,0.488657487091222,1.3128792777235285,0.8231201178740377
0.6,0.6000000000000001,0.5280654044750431,1.2966890587118887,0.8030849717336059
0.6,0.7000000000000001,0.5674733218588641,1.2754998306056766,0.7682697750094186
0.6,0.8,0.6068812392426851,1.2455004736528759,0.7035012708806037
0.6,0.9,0.6462891566265061,1.2003230438335466,0.5937862030780272
0.6,1.0,0.6856970740103271,1.13686390944686,0.44374280045040626
0.7,0.0,0.4108777969018933,1.46404834960228,0.7718129149813612
0.7,0.1,0.4469982788296041,1.4600634036200877,0.7930437776443988
0.7,0.2,0.483118760757315,1.4567528267662664,0.8090806867729421
0.7,0.3,0.5192392426850259,1.4546178129936391,0.8205790809356195
0.7,0.4,0.5553597246127367,1.4523574254646183,0.8276334733657505
0.7,0.5,0.5914802065404475,1.441096444776451,0.8248138565396179
0.7,0.6000000000000001,0.6276006884681583,1.4206514715864655,0.8151749038531781
0.7,0.7000000000000001,0.6637211703958693,1.3958052789529751,0.7880395546237916
0.7,0.8,0.69984165232358,1.3611771333465643,0.7418897011191823
0.7,0.9,0.7359621342512909,1.313960278541028,0.6704351164959617
0.7,1.0,0.7720826161790018,1.259658094204383,0.5806650377672796
0.8,0.0,0.484974182444062,1.6202391119361954,0.7699854210400741
0.8,0.1,0.5273803786574871,1.6185450366153489,0.7964788262070098
0.8,0.2,0.5697865748709122,1.6172355893221935,0.8136228405741459
0.8,0.3,0.6121927710843373,1.61388819528597,0.8236660155216073
0.8,0.4,0.6545989672977626,1.6005008369468432,0.8289953502114243
0.8,0.5,0.6970051635111877,1.580442430706826,0.8231970617508045
0.8,0.6000000000000001,0.7394113597246128,1.5547163422384724,0.8080318929517025
0.8,0.7000000000000001,0.7818175559380379,1.5219379440139287,0.7797920208509884
0.8,0.8,0.824223752151463,1.4744616805683826,0.729004905146603
0.8,0.9,0.8666299483648882,1.40429956714311,0.6485271674887809
0.8,1.0,0.9090361445783132,1.2982256902315075,0.5014636473391474
0.9,0.0,0.6070567986230637,1.8115867985531353,0.7805109872374327
0.9,0.1,0.6465886402753873,1.811546321887335,0.8053124224679139
0.9,0.2,0.6861204819277109,1.8101271862174326,0.8206690446086071
0.9,0.3,0.7256523235800345,1.8062462842272289,0.8237300108972375
0.9,0.4,0.7651841652323581,1.7913462922500583,0.8237100818538221
0.9,0.5,0.8047160068846817,1.770317448748926,0.8236628778996968
0.9,0.6000000000000001,0.8442478485370053,1.743629628896708,0.8131232338438199
0.9,0.7000000000000001,0.8837796901893289,1.7080418057961135,0.7940653287132842
0.9,0.8,0.9233115318416524,1.6597772985612886,0.764231725862311
0.9,0.9,0.962843373493976,1.5927096945871622,0.7156096180389868
0.9,1.0,1.0023752151462997,1.5022258688023669,0.6321943751281627
1.0,0.0,0.7606368330464717,2.026889203138168,0.8011626674045463
1.0,0.1,0.8001497418244407,2.018236857309523,0.8132889074974773
1.0,0.2,0.8396626506024097,2.0050234224029855,0.8188106115524934
1.0,0.3,0.8791755593803788,1.9884159821242484,0.821043168273697
1.0,0.4,0.9186884681583476,1.9688179311601752,0.8213671842985902
1.0,0.5,0.9582013769363168,1.9404363982632713,0.8143202214180985
1.0,0.6000000000000001,0.9977142857142858,1.9140607724113872,0.7998048045823919
1.0,0.7000000000000001,1.0372271944922546,1.8815546240822223,0.7801440391609465
1.0,0.8,1.0767401032702235,1.8247679387787876,0.7477532892499091
1.0,0.9,1.1162530120481928,1.7174018362850283,0.6772184721525875
1.0,1.0,1.155765920826162,1.5551562936404228,0.5494478461800472
