NcMap,betaMap,WcMap,PRmap,effMap
0.5,0.0,0.2531497418244406,1.2186096474332215,0.7483966664736783
0.5,0.1,0.2848967297762478,1.2181951360582841,0.7918170538441596
0.5,0.2,0.3166437177280551,1.2171680238215812,0.815123331021075
0.5,0.3,0.3483907056798623,1.2136919722183888,0.818949789450507
0.5,0.4,0.3801376936316695,1.2070442622627238,0.8211380898195275
0.5,0.5,0.4118846815834768,1.1989509739035586,0.8201164144064245
0.5,0.6000000000000001,0.4436316695352841,1.1876168385186123,0.788684331681104
0.5,0.7000000000000001,0.4753786574870912,1.1715997531826294,0.7424170060450013
0.5,0.8,0.5071256454388985,1.149593743702617,0.6724025449392343
0.5,0.9,0.5388726333907057,1.119174615137571,0.5641639040849996
0.5,1.0,0.570619621342513,1.0723518434577628,0.3673773651574195
0.6,0.0,0.291617900172117,1.327838398095331,0.7294333208266963
0.6,0.1,0.3310258175559381,1.3279313335782672,0.7617459952532043
0.6,0.2,0.370433734939759,1.3263029454535966,0.7879866604032576
0.6,0.3,0.40984165232358,1.3226807550932496,0.8067099691551928
0.6,0.4,0.4492495697074011,1.3159396117959286,0.81382218314807
0.6,0.5,0.488657487091222,1.3044847539695696,0.8152456526858709
0.6,0.6000000000000001,0.5280654044750431,1.2883980548933731,0.7943185675700936
0.6,0.7000000000000001,0.5674733218588641,1.2673443102864317,0.7579534430003612
0.6,0.8,0.6068812392426851,1.2375367686199386,0.6903015282489136
0.6,0.9,0.6462891566265061,1.1926482023802207,0.5757020865331213
0.6,1.0,0.6856970740103271,1.1295948244252592,0.41897894431892646
0.7,0.0,0.4108777969018933,1.4546872538364979,0.761654319013455
0.7,0.1,0.4469982788296041,1.450727787518943,0.7838303524157844
0.7,0.2,0.483118760757315,1.4474383784270861,0.8005812041427776
0.7,0.3,0.5192392426850259,1.445317015889674,0.8125914920463686
0.7,0.4,0.5553597246127367,1.4430710812331509,0.8199599369676426
0.7,0.5,0.5914802065404475,1.43188210302951,0.8170147944216005
0.7,0.6000000000000001,0.6276006884681583,1.411567854587797,0.8069467279407174
0.7,0.7000000000000001,0.6637211703958693,1.3868805280113738,0.7786033478131456
0.7,0.8,0.69984165232358,1.3524737940730278,0.73039896210005
0.7,0.9,0.7359621342512909,1.3055588428895362,0.655763311137415
0.7,1.0,0.7720826161790018,1.2516038656297643,0.5619967837940477
0.8,0.0,0.484974182444062,1.609879335570599,0.7597454673889238
0.8,0.1,0.5273803786574871,1.608196092133356,0.7874183249288234
0.8,0.2,0.5697865748709122,1.606895017419914,0.8053255687977934
0.8,0.3,0.6121927710843373,1.6035690265539804,0.8158158529956225
0.8,0.4,0.6545989672977626,1.5902672667154067,0.8213824428214486
0.8,0.5,0.6970051635111877,1.5703371135223418,0.8153260220052136
0.8,0.6000000000000001,0.7394113597246128,1.5447755171473652,0.799485719367566
0.8,0.7000000000000001,0.7818175559380379,1.5122067033432485,0.7699886444289565
0.8,0.8,0.824223752151463,1.4650340021733854,0.7169405515585145
0.8,0.9,0.8666299483648882,1.3953205038932903,0.6328800483764727
0.8,1.0,0.9090361445783132,1.2899248612218939,0.47926944918116854
0.9,0.0,0.6070567986230637,1.800003548919413,0.7707396182755679
0.9,0.1,0.6465886402753873,1.7999633310606018,0.7966451815504126
0.9,0.2,0.6861204819277109,1.7985532693156923,0.8126854607865386
0.9,0.3,0.7256523235800345,1.7946971817349293,0.8158826973631874
0.9,0.4,0.7651841652323581,1.7798924600074368,0.8158618811043536
0.9,0.5,0.8047160068846817,1.7589980745096288,0.8158125756908141
0.9,0.6000000000000001,0.8442478485370053,1.7324808960419555,0.8048037202174705
0.9,0.7000000000000001,0.8837796901893289,1.6971206207680642,0.7848973816262944
0.9,0.8,0.9233115318416524,1.649164715823892,0.7537356250912279
0.9,0.9,0.962843373493976,1.5825259407636154,0.7029489234722262
0.9,1.0,1.0023752151462997,1.4926206667449933,0.6158201410759108
1.0,0.0,0.7606368330464717,2.013929314250372,0.7923106847210899
1.0,0.1,0.8001497418244407,2.0053322913473144,0.8049767694494165
1.0,0.2,0.8396626506024097,1.9922033428783925,0.8107442926775232
1.0,0.3,0.8791755593803788,1.9757020902395077,0.8130762399567171
1.0,0.4,0.9186884681583476,1.9562293488199909,0.8134146807589098
1.0,0.5,0.9582013769363168,1.9280292868748488,0.8060539961412834
1.0,0.6000000000000001,0.9977142857142858,1.9018223062453365,0.7908923715899752
1.0,0.7000000000000001,1.0372271944922546,1.8695240015762316,0.7703563341419822
1.0,0.8,1.0767401032702235,1.813100409198991,0.7365235896438418
1.0,0.9,1.1162530120481928,1.706420803409877,0.6628486530761156
1.0,1.0,1.155765920826162,1.5452126555088805,0.5293898429291051
