NcMap,betaMap,WcMap,PRmap,effMap
0.5,0.0,0.2531497418244406,1.22621,0.5861093331923827
0.5,0.1,0.2848967297762478,1.225792903357008,0.6103875369020596
0.5,0.2,0.3166437177280551,1.2247593851188912,0.622641700351767
0.5,0.3,0.3483907056798623,1.221261653712178,0.6224773962151484
0.5,0.4,0.3801376936316695,1.2145724826212505,0.6191660886078991
0.5,0.5,0.4118846815834768,1.206428717191693,0.6128535947343071
0.5,0.6000000000000001,0.4436316695352841,1.1950238918814318,0.5879581187426923
0.5,0.7000000000000001,0.4753786574870912,1.1789069095063092,0.5516164664831684
0.5,0.8,0.5071256454388985,1.156763650636397,0.4979972450394046
0.5,0.9,0.5388726333907057,1.1261548008572153,0.41740740243740654
0.5,1.0,0.570619621342513,1.07904,0.27706068936569933
0.6,0.0,0.291617900172117,1.33612,0.6177546410547463
0.6,0.1,0.3310258175559381,1.3362135151127117,0.6391870322376584
0.6,0.2,0.370433734939759,1.3345749708860528,0.6558345536364892
0.6,0.3,0.40984165232358,1.3309301892686445,0.6667320232091656
0.6,0.4,0.4492495697074011,1.3241470021011876,0.6689359059374337
0.6,0.5,0.488657487091222,1.312620701415119,0.6656340512389572
0.6,0.6000000000000001,0.5280654044750431,1.2964336711255005,0.6463379572755459
0.6,0.7000000000000001,0.5674733218588641,1.2752486163141792,0.6152932846543728
0.6,0.8,0.6068812392426851,1.2452551678429176,0.5611192432255785
0.6,0.9,0.6462891566265061,1.2000866358813154,0.4713183977223613
0.6,1.0,0.6856970740103271,1.13664,0.3465933961253433
0.7,0.0,0.4108777969018933,1.46376,0.6681696707575998
0.7,0.1,0.4469982788296041,1.45977583886729,0.6833296345815536
0.7,0.2,0.483118760757315,1.456465914043519,0.6945932152023566
0.7,0.3,0.5192392426850259,1.4543313207695536,0.7026441639404647
0.7,0.4,0.5553597246127367,1.4520713784320085,0.7073613773897625
0.7,0.5,0.5914802065404475,1.4408126156345982,0.7029636370398242
0.7,0.6000000000000001,0.6276006884681583,1.4203716691558137,0.691517362831221
0.7,0.7000000000000001,0.6637211703958693,1.3955303700695658,0.6662890061523449
0.7,0.8,0.69984165232358,1.3609090446013123,0.6249547799765253
0.7,0.9,0.7359621342512909,1.313701489325609,0.5621956443044792
0.7,1.0,0.7720826161790018,1.25941,0.4841866548719592
0.8,0.0,0.484974182444062,1.61992,0.687608211550539
0.8,0.1,0.5273803786574871,1.6182262583333973,0.708518756298058
0.8,0.2,0.5697865748709122,1.6169170689406085,0.721931118256873
0.8,0.3,0.6121927710843373,1.6135703341857124,0.7294484009389512
0.8,0.4,0.6545989672977626,1.6001856125350895,0.7319975567590671
0.8,0.5,0.6970051635111877,1.5801311568705183,0.724920507228222
0.8,0.6000000000000001,0.7394113597246128,1.554410135248065,0.709724596794218
0.8,0.7000000000000001,0.7818175559380379,1.5216381928472609,0.6833497091088666
0.8,0.8,0.824223752151463,1.474171280023015,0.6373748293649106
0.8,0.9,0.8666299483648882,1.4040229852790085,0.5649419975826282
0.8,1.0,0.9090361445783132,1.29797,0.4353496574974873
0.9,0.0,0.6070567986230637,1.81123,0.7118722407239984
0.9,0.1,0.6465886402753873,1.811189531306225,0.7324873244020367
0.9,0.2,0.6861204819277109,1.8097706751402105,0.745094679500319
0.9,0.3,0.7256523235800345,1.8058905375076495,0.7473410928421461
0.9,0.4,0.7651841652323581,1.7909934801376328,0.746223319128261
0.9,0.5,0.8047160068846817,1.7699687783430649,0.7445650441206261
0.9,0.6000000000000001,0.8442478485370053,1.7432862147532115,0.7338013581787126
0.9,0.7000000000000001,0.8837796901893289,1.7077054008027177,0.7152867653087305
0.9,0.8,0.9233115318416524,1.65945039943665,0.6868126759041449
0.9,0.9,0.962843373493976,1.5923960046689936,0.6412265225184354
0.9,1.0,1.0023752151462997,1.50193,0.5650263306674257
1.0,0.0,0.7606368330464717,2.02649,0.7409098608113448
1.0,0.1,0.8001497418244407,2.0178393582820693,0.7508913535621305
1.0,0.2,0.8396626506024097,2.0046285258091885,0.7549761835510921
1.0,0.3,0.8791755593803788,1.988024356425706,0.7560610899456944
1.0,0.4,0.9186884681583476,1.968430165368447,0.7553393994669143
1.0,0.5,0.9582013769363168,1.9400542223168,0.7478770946045553
1.0,0.6000000000000001,0.9977142857142858,1.9136837912395464,0.7341819059778932
1.0,0.7000000000000001,1.0372271944922546,1.8811840451135224,0.7157874219726919
1.0,0.8,1.0767401032702235,1.8244085441525493,0.6852450445501854
1.0,0.9,1.1162530120481928,1.7170635877998726,0.6194665611423396
1.0,1.0,1.155765920826162,1.55485,0.5017669074441774
